"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-8-2",,,,"User:","ubuntu"
"Cmdline:","dstat --output /home/ubuntu/stats_async/async_stats.csv -cdn",,,,"Date:","05 Dec 2016 23:46:57 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",
0.748,0.499,98.005,0.748,0.0,0.0,0.0,20480.0,162.0,224.0
0.251,0.754,98.995,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,349.0,327.0
0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1573.0,1656.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,2409.0,2515.0
0.503,0.503,97.739,1.256,0.0,0.0,0.0,20480.0,403.0,642.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,1244.0,1484.0
0.998,0.499,98.504,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.003,0.251,98.747,0.0,0.0,0.0,0.0,40960.0,349.0,327.0
0.750,0.500,98.250,0.500,0.0,0.0,0.0,32768.0,1410.0,1526.0
1.003,0.251,98.747,0.0,0.0,0.0,0.0,0.0,2505.0,2644.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,1460.0,1602.0
0.756,0.0,99.244,0.0,0.0,0.0,0.0,0.0,204.0,469.0
0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.504,0.252,98.741,0.504,0.0,0.0,0.0,20480.0,216.0,298.0
0.253,0.253,99.495,0.0,0.0,0.0,0.0,0.0,349.0,327.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,2264.0,2175.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1740.0,1961.0
0.998,0.748,98.254,0.0,0.0,0.0,0.0,4096.0,1178.0,1634.0
0.504,0.252,98.741,0.504,0.0,0.0,0.0,20480.0,162.0,224.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.752,0.752,98.496,0.0,0.0,0.0,0.0,0.0,349.0,298.0
1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,1440.0,1350.0
1.010,0.253,98.737,0.0,0.0,0.0,0.0,8192.0,2497.0,2849.0
0.754,0.754,97.990,0.503,0.0,0.0,0.0,24576.0,1110.0,1176.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,570.0,977.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.0,0.250,98.500,0.0,0.0,0.250,0.0,0.0,162.0,224.0
0.752,0.752,98.496,0.0,0.0,0.0,0.0,0.0,349.0,327.0
0.504,0.504,98.741,0.252,0.0,0.0,0.0,20480.0,1713.0,1812.0
0.756,0.252,98.992,0.0,0.0,0.0,0.0,0.0,2505.0,2980.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1265.0,1479.0
1.247,0.499,98.254,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.003,0.501,97.744,0.752,0.0,0.0,0.0,20480.0,403.0,401.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,1631.0,1632.0
1.250,0.250,98.500,0.0,0.0,0.0,0.0,0.0,2435.0,2708.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1249.0,1431.0
0.500,0.750,98.750,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.754,0.251,98.744,0.251,0.0,0.0,0.0,24576.0,162.0,224.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,349.0,327.0
0.998,0.499,98.504,0.0,0.0,0.0,0.0,0.0,1522.0,1726.0
0.504,0.756,98.741,0.0,0.0,0.0,0.0,0.0,3709.0,4004.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,28672.0,162.0,469.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,0.0,216.0,298.0
0.754,0.0,98.744,0.503,0.0,0.0,0.0,32768.0,162.0,224.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.0,0.250,98.750,0.0,0.0,0.0,0.0,0.0,1647.0,1709.0
0.505,0.253,99.242,0.0,0.0,0.0,0.0,0.0,2664.0,2691.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,8192.0,1134.0,1643.0
0.750,0.500,98.500,0.250,0.0,0.0,0.0,28672.0,120.0,224.0
0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.008,0.0,98.992,0.0,0.0,0.0,0.0,0.0,349.0,298.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,536.0,459.0
1.0,0.750,98.0,0.0,0.0,0.250,0.0,16384.0,3674.0,4136.0
1.741,0.249,97.761,0.249,0.0,0.0,0.0,24576.0,1189.0,1455.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.496,0.249,98.254,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.503,0.754,98.744,0.0,0.0,0.0,0.0,0.0,723.0,533.0
1.003,0.501,97.494,1.003,0.0,0.0,0.0,20480.0,3590.0,3976.0
1.0,0.750,98.250,0.0,0.0,0.0,0.0,0.0,1251.0,1443.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.504,0.504,98.992,0.0,0.0,0.0,0.0,0.0,120.0,224.0
1.0,0.750,98.250,0.0,0.0,0.0,0.0,0.0,174.0,298.0
1.003,0.501,98.496,0.0,0.0,0.0,0.0,20480.0,536.0,430.0
1.008,0.504,98.489,0.0,0.0,0.0,0.0,0.0,3831.0,4171.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1259.0,1467.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.748,0.748,98.504,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.750,0.500,98.0,0.750,0.0,0.0,0.0,20480.0,162.0,224.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,536.0,430.0
0.750,0.750,98.500,0.0,0.0,0.0,0.0,0.0,2659.0,3270.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,2340.0,2493.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,216.0,298.0
0.750,0.500,98.500,0.250,0.0,0.0,0.0,20480.0,162.0,224.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,536.0,430.0
1.008,0.0,98.992,0.0,0.0,0.0,0.0,0.0,2493.0,2861.0
0.750,0.500,98.750,0.0,0.0,0.0,0.0,32768.0,1516.0,1582.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,24576.0,1308.0,1484.0
0.750,0.500,98.500,0.250,0.0,0.0,0.0,8192.0,162.0,224.0
0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,295.0,224.0
0.504,0.504,98.992,0.0,0.0,0.0,0.0,12288.0,2734.0,2724.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,1545.0,1853.0
0.752,0.501,97.995,0.752,0.0,0.0,0.0,24576.0,1238.0,1223.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,162.0,436.0
1.250,0.0,98.750,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.244,0.746,98.010,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.244,0.746,98.010,0.0,0.0,0.0,0.0,0.0,1555.0,1416.0
0.750,0.750,98.250,0.250,0.0,0.0,0.0,20480.0,1443.0,1518.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,1646.0,1909.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,0.0,1311.0,1247.0
1.003,0.251,98.747,0.0,0.0,0.0,0.0,0.0,162.0,449.0
1.005,0.251,98.744,0.0,0.0,0.0,0.0,0.0,216.0,298.0
0.756,0.252,98.741,0.252,0.0,0.0,0.0,20480.0,349.0,298.0
1.003,0.501,98.496,0.0,0.0,0.0,0.0,0.0,1346.0,1302.0
1.250,0.250,98.500,0.0,0.0,0.0,0.0,0.0,1454.0,1618.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,1462.0,1896.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,1209.0,1295.0
1.005,0.0,98.492,0.503,0.0,0.0,0.0,20480.0,162.0,473.0
0.998,0.499,98.504,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.250,0.500,98.250,0.0,0.0,0.0,0.0,0.0,1627.0,1424.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,1267.0,1541.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,403.0,613.0
0.500,1.0,98.250,0.250,0.0,0.0,0.0,20480.0,1440.0,1416.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,1261.0,1459.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,162.0,457.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.750,0.750,98.500,0.0,0.0,0.0,0.0,0.0,1575.0,1668.0
0.503,0.503,98.744,0.251,0.0,0.0,0.0,20480.0,1261.0,1263.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,349.0,560.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,0.0,2683.0,2736.0
1.003,0.251,98.747,0.0,0.0,0.0,0.0,36864.0,162.0,457.0
0.754,0.754,98.492,0.0,0.0,0.0,0.0,0.0,216.0,298.0
0.758,0.253,98.990,0.0,0.0,0.0,0.0,36864.0,349.0,298.0
0.501,0.752,98.747,0.0,0.0,0.0,0.0,0.0,1528.0,1464.0
1.005,0.0,98.995,0.0,0.0,0.0,0.0,0.0,1508.0,1844.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,8192.0,349.0,327.0
1.247,0.499,98.254,0.0,0.0,0.0,0.0,0.0,2260.0,2478.0
0.501,0.501,98.496,0.251,0.0,0.251,0.0,28672.0,162.0,465.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,349.0,298.0
1.003,0.251,98.747,0.0,0.0,0.0,0.0,0.0,1054.0,894.0
0.756,0.252,98.992,0.0,0.0,0.0,0.0,0.0,1892.0,2320.0
0.503,0.503,98.744,0.251,0.0,0.0,0.0,20480.0,1446.0,1366.0
0.756,0.0,99.244,0.0,0.0,0.0,0.0,0.0,1181.0,1443.0
1.003,0.251,98.747,0.0,0.0,0.0,0.0,0.0,120.0,445.0
0.748,0.748,98.504,0.0,0.0,0.0,0.0,0.0,120.0,224.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,620.0,401.0
0.750,0.750,98.500,0.0,0.0,0.0,0.0,0.0,2327.0,2442.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,20480.0,1641.0,1946.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,1159.0,1199.0
1.0,0.250,98.750,0.0,0.0,0.0,0.0,0.0,162.0,423.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,216.0,298.0
0.500,0.750,98.750,0.0,0.0,0.0,0.0,0.0,494.0,401.0
0.752,0.251,98.496,0.501,0.0,0.0,0.0,20480.0,2293.0,2462.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,349.0,514.0
0.251,0.503,99.246,0.0,0.0,0.0,0.0,0.0,1454.0,1594.0
1.496,0.249,98.254,0.0,0.0,0.0,0.0,0.0,1321.0,1387.0
0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,162.0,453.0
1.253,0.0,98.747,0.0,0.0,0.0,0.0,0.0,536.0,401.0
0.501,0.752,93.985,4.762,0.0,0.0,0.0,20480.0,1943.0,2039.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,8192.0,711.0,1039.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1586.0,1698.0
0.995,0.746,98.259,0.0,0.0,0.0,0.0,0.0,1247.0,1239.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,162.0,445.0
0.754,0.251,97.990,1.005,0.0,0.0,0.0,24576.0,349.0,298.0
0.752,0.251,98.997,0.0,0.0,0.0,0.0,32768.0,1442.0,1424.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1482.0,1750.0
1.003,0.501,98.496,0.0,0.0,0.0,0.0,0.0,1363.0,1521.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,1251.0,1313.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,162.0,449.0
0.756,0.252,98.741,0.252,0.0,0.0,0.0,36864.0,349.0,298.0
1.005,0.0,98.995,0.0,0.0,0.0,0.0,0.0,1462.0,1448.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,1396.0,1820.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,1384.0,1374.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,1259.0,1471.0
0.252,0.504,98.992,0.252,0.0,0.0,0.0,20480.0,162.0,457.0
0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.750,0.500,98.500,0.0,0.0,0.250,0.0,0.0,349.0,298.0
1.003,0.251,98.747,0.0,0.0,0.0,0.0,0.0,2451.0,2565.0
0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,349.0,501.0
0.500,1.0,98.500,0.0,0.0,0.0,0.0,0.0,1388.0,1594.0
0.759,0.0,98.987,0.253,0.0,0.0,0.0,20480.0,1309.0,1624.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,349.0,298.0
0.501,0.752,98.747,0.0,0.0,0.0,0.0,0.0,1365.0,1334.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,0.0,1512.0,1823.0
0.501,0.501,98.496,0.501,0.0,0.0,0.0,24576.0,1444.0,1558.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,1253.0,1313.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,162.0,449.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,349.0,298.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,16384.0,1412.0,1302.0
0.504,0.504,98.992,0.0,0.0,0.0,0.0,0.0,1502.0,1676.0
1.003,0.251,98.496,0.251,0.0,0.0,0.0,24576.0,1372.0,1750.0
0.998,0.748,98.254,0.0,0.0,0.0,0.0,0.0,1255.0,1321.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,162.0,453.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,24576.0,162.0,224.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,0.0,536.0,401.0
1.493,0.746,97.512,0.249,0.0,0.0,0.0,32768.0,2579.0,2981.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,1368.0,1534.0
1.005,0.0,98.995,0.0,0.0,0.0,0.0,0.0,1291.0,1265.0
0.501,0.752,98.747,0.0,0.0,0.0,0.0,16384.0,162.0,423.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,216.0,298.0
1.003,0.251,98.747,0.0,0.0,0.0,0.0,0.0,536.0,401.0
1.0,0.500,98.0,0.500,0.0,0.0,0.0,20480.0,2386.0,2740.0
0.504,0.756,98.741,0.0,0.0,0.0,0.0,0.0,1251.0,1247.0
0.252,0.504,99.244,0.0,0.0,0.0,0.0,8192.0,1421.0,1580.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,162.0,432.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.752,0.501,96.742,2.005,0.0,0.0,0.0,28672.0,536.0,401.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,0.0,2518.0,2806.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,1255.0,1255.0
0.750,0.750,98.500,0.0,0.0,0.0,0.0,0.0,403.0,601.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1295.0,1664.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,120.0,224.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,20480.0,162.0,224.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,1616.0,1474.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,0.0,2147.0,2378.0
1.003,0.251,98.747,0.0,0.0,0.0,0.0,0.0,520.0,831.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,349.0,298.0
1.003,0.501,98.246,0.251,0.0,0.0,0.0,20480.0,1313.0,1305.0
1.250,0.250,98.500,0.0,0.0,0.0,0.0,8192.0,162.0,445.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,216.0,298.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,536.0,401.0
1.250,0.250,98.500,0.0,0.0,0.0,0.0,0.0,2476.0,2526.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1172.0,1593.0
0.252,0.252,98.992,0.504,0.0,0.0,0.0,24576.0,162.0,224.0
1.0,0.250,98.750,0.0,0.0,0.0,0.0,0.0,349.0,327.0
0.752,1.253,97.995,0.0,0.0,0.0,0.0,0.0,1238.0,1260.0
0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,162.0,436.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,536.0,401.0
1.003,0.251,98.496,0.251,0.0,0.0,0.0,61440.0,2489.0,2633.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,1279.0,1555.0
0.756,0.0,99.244,0.0,0.0,0.0,0.0,0.0,162.0,423.0
0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,349.0,327.0
0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,1229.0,1381.0
0.998,0.499,98.504,0.0,0.0,0.0,0.0,20480.0,162.0,224.0
0.504,0.252,98.992,0.252,0.0,0.0,0.0,20480.0,536.0,401.0
0.501,0.752,98.747,0.0,0.0,0.0,0.0,0.0,2600.0,2920.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,1187.0,1207.0
1.005,0.0,98.995,0.0,0.0,0.0,0.0,0.0,307.0,501.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,4096.0,1234.0,1215.0
0.503,0.251,98.744,0.503,0.0,0.0,0.0,20480.0,216.0,506.0
0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,536.0,401.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,2551.0,2837.0
0.252,0.504,99.244,0.0,0.0,0.0,0.0,0.0,1163.0,1207.0
0.505,0.0,99.242,0.253,0.0,0.0,0.0,20480.0,349.0,501.0
0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1238.0,1223.0
1.247,0.249,98.504,0.0,0.0,0.0,0.0,0.0,162.0,436.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.501,0.501,98.997,0.0,0.0,0.0,0.0,16384.0,536.0,401.0
1.003,0.251,98.747,0.0,0.0,0.0,0.0,0.0,2265.0,2187.0
0.503,0.503,95.226,3.769,0.0,0.0,0.0,24576.0,624.0,1007.0
0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,1378.0,1558.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,1257.0,1521.0
0.252,0.504,99.244,0.0,0.0,0.0,0.0,0.0,120.0,224.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,120.0,224.0
0.501,0.752,98.496,0.251,0.0,0.0,0.0,20480.0,349.0,298.0
0.995,0.995,98.010,0.0,0.0,0.0,0.0,0.0,2736.0,2716.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,867.0,1003.0
0.251,0.503,99.246,0.0,0.0,0.0,0.0,0.0,720.0,971.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,423.0,770.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1064.0,1097.0
0.251,0.503,98.744,0.503,0.0,0.0,0.0,20480.0,162.0,224.0
0.748,0.748,98.504,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.505,0.0,99.495,0.0,0.0,0.0,0.0,24576.0,162.0,224.0
0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.500,0.750,98.750,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.0,0.250,98.250,0.500,0.0,0.0,0.0,32768.0,162.0,224.0
1.0,0.750,98.250,0.0,0.0,0.0,0.0,0.0,4803.0,5247.0
0.500,0.750,98.750,0.0,0.0,0.0,0.0,16384.0,349.0,298.0
1.256,0.251,98.492,0.0,0.0,0.0,0.0,0.0,987.0,997.0
0.251,0.752,98.997,0.0,0.0,0.0,0.0,0.0,737.0,991.0
0.503,0.754,98.492,0.251,0.0,0.0,0.0,24576.0,1251.0,1538.0
1.746,0.249,98.005,0.0,0.0,0.0,0.0,0.0,536.0,430.0
0.252,0.504,99.244,0.0,0.0,0.0,0.0,8192.0,2252.0,2666.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,349.0,298.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1429.0,1521.0
0.752,0.501,98.496,0.251,0.0,0.0,0.0,28672.0,1217.0,1249.0
0.500,0.500,98.750,0.0,0.0,0.250,0.0,16384.0,536.0,592.0
1.253,0.251,98.496,0.0,0.0,0.0,0.0,0.0,2388.0,2817.0
0.251,1.003,98.747,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,349.0,327.0
0.504,0.252,98.992,0.252,0.0,0.0,0.0,24576.0,1372.0,1517.0
0.251,0.503,99.246,0.0,0.0,0.0,0.0,0.0,867.0,857.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,707.0,934.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,2555.0,2915.0
0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.0,1.005,98.744,0.251,0.0,0.0,0.0,24576.0,349.0,298.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1313.0,1371.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,403.0,622.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,1512.0,1570.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,2460.0,2593.0
0.253,0.0,99.494,0.253,0.0,0.0,0.0,20480.0,162.0,461.0
0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,349.0,327.0
