"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-8-4",,,,"User:","ubuntu"
"Cmdline:","dstat --output /home/ubuntu/output/sync_stats.csv -cdn",,,,"Date:","04 Dec 2016 02:21:00 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",
1.263,0.253,98.485,0.0,0.0,0.0,0.0,0.0,1361.0,1842.0
1.010,0.253,98.737,0.0,0.0,0.0,0.0,0.0,349.0,327.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,1606.0,1913.0
1.256,0.754,97.990,0.0,0.0,0.0,0.0,0.0,1423.0,1888.0
1.263,0.253,98.232,0.253,0.0,0.0,0.0,20480.0,349.0,327.0
1.508,0.503,97.990,0.0,0.0,0.0,0.0,0.0,1650.0,1811.0
1.013,0.253,98.734,0.0,0.0,0.0,0.0,0.0,1476.0,1549.0
2.250,0.250,97.500,0.0,0.0,0.0,0.0,0.0,403.0,679.0
1.508,0.503,97.990,0.0,0.0,0.0,0.0,0.0,1608.0,1811.0
1.010,0.505,97.980,0.505,0.0,0.0,0.0,20480.0,1505.0,1914.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,349.0,327.0
1.256,0.503,98.241,0.0,0.0,0.0,0.0,0.0,1556.0,1956.0
1.010,0.505,98.485,0.0,0.0,0.0,0.0,0.0,1357.0,1793.0
1.763,0.252,97.985,0.0,0.0,0.0,0.0,0.0,1626.0,1735.0
2.244,0.499,97.007,0.249,0.0,0.0,0.0,20480.0,349.0,568.0
1.008,0.756,98.237,0.0,0.0,0.0,0.0,0.0,1742.0,1999.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,1523.0,1848.0
1.759,0.251,97.990,0.0,0.0,0.0,0.0,0.0,403.0,401.0
1.010,0.505,98.485,0.0,0.0,0.0,0.0,0.0,1602.0,1827.0
1.995,0.748,97.007,0.249,0.0,0.0,0.0,20480.0,1617.0,2000.0
0.510,0.0,99.490,0.0,0.0,0.0,0.0,4096.0,349.0,327.0
1.508,0.503,97.990,0.0,0.0,0.0,0.0,0.0,1650.0,1840.0
1.259,0.252,98.489,0.0,0.0,0.0,0.0,0.0,1434.0,1798.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,307.0,327.0
1.750,0.750,97.250,0.250,0.0,0.0,0.0,20480.0,1614.0,1982.0
1.263,0.253,98.485,0.0,0.0,0.0,0.0,32768.0,1622.0,1927.0
1.259,0.756,97.985,0.0,0.0,0.0,0.0,0.0,1435.0,1948.0
1.511,0.0,98.489,0.0,0.0,0.0,0.0,0.0,403.0,401.0
1.015,0.254,98.731,0.0,0.0,0.0,0.0,0.0,1692.0,2013.0
1.511,0.504,97.985,0.0,0.0,0.0,0.0,32768.0,1435.0,1948.0
1.263,0.253,98.485,0.0,0.0,0.0,0.0,12288.0,349.0,327.0
1.511,0.504,97.985,0.0,0.0,0.0,0.0,0.0,1349.0,1753.0
1.750,0.750,97.500,0.0,0.0,0.0,0.0,0.0,349.0,327.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,1610.0,1896.0
2.244,0.499,96.758,0.499,0.0,0.0,0.0,20480.0,1476.0,1798.0
1.750,1.0,97.250,0.0,0.0,0.0,0.0,0.0,349.0,327.0
1.511,0.504,97.985,0.0,0.0,0.0,0.0,0.0,1630.0,1996.0
1.750,0.750,97.500,0.0,0.0,0.0,0.0,0.0,1559.0,2013.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,349.0,327.0
1.508,0.503,97.739,0.251,0.0,0.0,0.0,20480.0,1758.0,2108.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,1402.0,1757.0
2.0,0.500,97.500,0.0,0.0,0.0,0.0,0.0,349.0,327.0
1.256,0.251,98.492,0.0,0.0,0.0,0.0,0.0,1584.0,1976.0
1.013,0.0,98.987,0.0,0.0,0.0,0.0,0.0,1377.0,1773.0
1.256,0.754,97.739,0.251,0.0,0.0,0.0,20480.0,349.0,327.0
1.266,0.253,98.481,0.0,0.0,0.0,0.0,0.0,1746.0,2019.0
1.759,0.251,97.990,0.0,0.0,0.0,0.0,0.0,1419.0,1868.0
1.754,0.501,97.744,0.0,0.0,0.0,0.0,0.0,403.0,401.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,1584.0,1864.0
1.511,0.504,97.733,0.252,0.0,0.0,0.0,20480.0,1820.0,1691.0
1.508,0.251,98.241,0.0,0.0,0.0,0.0,0.0,349.0,588.0
1.750,0.750,97.500,0.0,0.0,0.0,131072.0,0.0,1606.0,1913.0
2.0,0.500,97.500,0.0,0.0,0.0,0.0,0.0,1509.0,1988.0
1.990,0.498,97.264,0.0,0.0,0.249,0.0,0.0,307.0,327.0
1.508,0.503,97.739,0.251,0.0,0.0,0.0,20480.0,1630.0,1913.0
1.013,0.253,98.734,0.0,0.0,0.0,0.0,16384.0,1501.0,1948.0
1.990,0.746,97.264,0.0,0.0,0.0,0.0,0.0,349.0,327.0
1.005,0.503,98.492,0.0,0.0,0.0,0.0,0.0,1547.0,1953.0
1.263,0.0,98.737,0.0,0.0,0.0,0.0,0.0,1593.0,1881.0
0.752,1.003,98.246,0.0,0.0,0.0,0.0,0.0,349.0,327.0
1.256,0.251,97.990,0.503,0.0,0.0,0.0,53248.0,1344.0,1732.0
1.259,0.252,98.489,0.0,0.0,0.0,0.0,0.0,1548.0,1916.0
1.003,0.501,98.246,0.0,0.0,0.251,0.0,0.0,349.0,327.0
1.005,0.503,98.492,0.0,0.0,0.0,0.0,0.0,1610.0,1962.0
1.256,0.251,98.492,0.0,0.0,0.0,0.0,0.0,1489.0,1859.0
1.253,0.501,97.995,0.251,0.0,0.0,0.0,32768.0,349.0,327.0
0.756,0.504,98.489,0.252,0.0,0.0,0.0,4096.0,1692.0,2042.0
0.758,0.505,98.737,0.0,0.0,0.0,0.0,0.0,1538.0,1778.0
1.003,0.752,98.246,0.0,0.0,0.0,0.0,0.0,349.0,298.0
1.253,0.501,98.246,0.0,0.0,0.0,0.0,0.0,1688.0,2022.0
1.008,0.252,98.741,0.0,0.0,0.0,0.0,0.0,1423.0,1663.0
0.754,0.754,97.487,1.005,0.0,0.0,0.0,20480.0,349.0,523.0
1.504,0.501,97.995,0.0,0.0,0.0,0.0,0.0,1800.0,2108.0
1.508,0.503,97.990,0.0,0.0,0.0,0.0,0.0,1527.0,1647.0
1.995,0.748,97.257,0.0,0.0,0.0,0.0,0.0,349.0,519.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,1614.0,1982.0
1.504,0.501,97.744,0.251,0.0,0.0,0.0,20480.0,1419.0,1581.0
1.759,0.251,97.990,0.0,0.0,0.0,0.0,0.0,1710.0,1926.0
1.266,0.253,98.481,0.0,0.0,0.0,0.0,0.0,403.0,589.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,1353.0,1581.0
1.759,0.251,97.990,0.0,0.0,0.0,0.0,0.0,1593.0,1894.0
1.256,0.251,97.487,0.754,0.0,0.251,0.0,20480.0,349.0,506.0
1.010,0.505,98.485,0.0,0.0,0.0,0.0,0.0,1435.0,1645.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,349.0,535.0
1.754,0.251,97.995,0.0,0.0,0.0,0.0,0.0,1684.0,2002.0
1.013,0.253,98.734,0.0,0.0,0.0,0.0,16384.0,1463.0,1727.0
1.256,0.754,97.739,0.251,0.0,0.0,0.0,20480.0,307.0,539.0
1.759,0.0,98.241,0.0,0.0,0.0,0.0,0.0,1750.0,2068.0
1.266,0.0,98.734,0.0,0.0,0.0,0.0,0.0,1596.0,1755.0
1.504,0.752,97.744,0.0,0.0,0.0,0.0,0.0,349.0,510.0
1.763,0.0,98.237,0.0,0.0,0.0,0.0,4096.0,1808.0,2028.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,1385.0,1519.0
1.263,0.253,98.232,0.253,0.0,0.0,0.0,20480.0,349.0,485.0
1.508,0.503,97.990,0.0,0.0,0.0,0.0,0.0,1634.0,1826.0
1.759,0.503,97.739,0.0,0.0,0.0,0.0,0.0,1476.0,1615.0
1.759,0.251,97.990,0.0,0.0,0.0,0.0,24576.0,349.0,510.0
1.508,0.754,97.739,0.0,0.0,0.0,0.0,0.0,1684.0,2002.0
1.259,0.504,97.985,0.252,0.0,0.0,0.0,32768.0,1489.0,1663.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,403.0,597.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,1564.0,1996.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,12288.0,1435.0,1711.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,349.0,535.0
1.015,0.254,98.477,0.254,0.0,0.0,0.0,20480.0,1529.0,1633.0
2.0,0.500,97.500,0.0,0.0,0.0,0.0,0.0,1663.0,1888.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,349.0,510.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,1549.0,1597.0
1.511,0.504,97.985,0.0,0.0,0.0,0.0,0.0,1602.0,1864.0
1.508,0.503,97.739,0.251,0.0,0.0,0.0,20480.0,349.0,515.0
1.515,0.253,98.232,0.0,0.0,0.0,0.0,0.0,1407.0,1655.0
1.508,0.754,97.739,0.0,0.0,0.0,0.0,0.0,1729.0,1976.0
1.010,0.253,98.737,0.0,0.0,0.0,0.0,0.0,349.0,510.0
1.010,0.758,98.232,0.0,0.0,0.0,0.0,0.0,1423.0,1663.0
1.763,0.504,97.481,0.252,0.0,0.0,0.0,20480.0,349.0,523.0
1.759,0.754,97.487,0.0,0.0,0.0,0.0,0.0,2018.0,1482.0
1.500,0.750,97.750,0.0,0.0,0.0,0.0,0.0,120.0,282.0
11.809,5.025,82.915,0.0,0.0,0.251,0.0,16384.0,4383.0,3599.0
3.778,2.015,94.207,0.0,0.0,0.0,0.0,0.0,1610.0,1704.0
